slug,status_live,content_type,venue_type,place,zone,name,address,price_band,url,website,booking_url,booking_provider,phone,email,opening_hours,signature,why_we_go,editor_note_excerpt,if_only_one_thing,best_for,tags,awards,hero_image_src,hero_image_alt,hero_credit,featured_partner,last_verified,publish_date,pair_with,sitemap_exclude
sanctuary-at-alba,live,venue,villa,cape-schanck,back-beaches,The Sanctuary at Alba,Fingal VIC 3939,$$$$,https://peninsulainsider.com.au/explore/villas/sanctuary-at-alba/,https://albathermalsprings.com.au/accommodation,https://albathermalsprings.com.au/accommodation,direct,,,,Five standalone villas on the Alba Thermal Springs estate — the Peninsula's first overnight stay with all-day thermal access built in,"The Peninsula's first thermal-anchored villa stay — sleep on the estate, walk to the springs at 5am.","The Sanctuary at Alba solves the problem that Peninsula Hot Springs never quite did: until June 2025, staying near the hot springs still meant leaving the springs to sleep. The Sanctuary puts five standalone villas and two premium studios on the same 15-hectare coastal dune estate as Alba Thermal Springs, so the thermal bathing is not a day-trip you bolt onto the stay — it is what the stay is…",Book a villa rather than a studio — the standalone structure earns its premium over the studio format.,anniversary weekends | wellness | couples,"mood:wellness,anniversary,romance,slow | season:all-year | audience:couples",,/images/sourced/spa-alba-thermal-springs-01.webp,Mornington Peninsula — representative image for The Sanctuary at Alba pending venue media,Alba Thermal Springs,False,2026-05-07,2026-05-08,Alba Thermal Springs | Ten Minutes by Tractor,False
scorpo-wines,staging,venue,winery,merricks,red-hill-plateau,Scorpo Wines,"23 Old Bittern-Dromana Rd, Merricks North VIC 3926",$$$,https://peninsulainsider.com.au/explore/winerys/scorpo-wines/,https://www.scorpowines.com.au,https://www.scorpowines.com.au,direct,+61 3 5989 7697,,,Paul Scorpo's tightly focused family estate making some of the Peninsula's most acclaimed Pinot Gris alongside elegant Chardonnay and Pinot Noir,"Scorpo is a landscape architect's vineyard, and it shows.","Scorpo is a landscape architect's vineyard, and it shows. Paul Scorpo planted the estate in 1997 on a gently sloping block between Merricks and Dromana, designed the layout himself, and has spent the years since building one of the most tightly focused family wine operations on the Peninsula. The range is small - Pinot Gris, Chardonnay, Pinot Noir, Rosé - and each of those bottles is taken…",Book a tasting and stay long enough for a proper glass afterwards.,families | cellar door | couples,"mood:cellar-door,slow,solo | season:all-year | audience:couples,solo",James Halliday 5-Red-Star Winery | Halliday Top 100,/images/sourced/article-flinders-weekend-01.webp,Mornington Peninsula landscape — representative image for Scorpo Wines,Peninsula Insider,False,2026-04-09,2026-04-09,Rare Hare at Willow Creek | Merricks Estate,True
small-stone-pantry,staging,venue,cafe,dromana,bayside,Small Stone Pantry,"180 Point Nepean Rd, Dromana VIC 3936",$$,https://peninsulainsider.com.au/explore/cafes/small-stone-pantry/,https://smallstonepantry.com.au,https://smallstonepantry.com.au,direct,,,,"A wholefood-leaning pantry and café on the Point Nepean Road  -  grain bowls, good eggs, and a tiny retail shelf of Peninsula producers",Small Stone Pantry is the one Dromana café that feels properly considered.,"Small Stone Pantry is the one Dromana café that feels properly considered. The food leans wholefood without being preachy - grain bowls that actually taste of something, eggs done with a real herb garnish, house-made granola, pastries from a hinterland bakery - and the little retail shelf at the front doubles as a curated pantry of Peninsula producers: olive oils, honey, vinegars, salts, a few…",Useful on a drive from Melbourne when you want to buy your weekend's supplies in one stop.,wet-weather plan | couples | locals,"mood:slow,quick-bite | season:all-year | audience:couples,solo,locals",,/images/sourced/article-kids-peninsula-01.webp,Mornington Peninsula landscape — representative image for Small Stone Pantry,Peninsula Insider,False,2026-04-09,2026-04-09,Pier Street Fresh Seafood | Phaedrus Estate,True
somers-general,staging,venue,cafe,balnarring,red-hill-plateau,Somers General,"1049 Frankston-Flinders Rd, Somers VIC 3927",$$,https://peninsulainsider.com.au/explore/cafes/somers-general/,https://somersgeneral.com.au,https://somersgeneral.com.au,direct,+61 3 5983 0500,,,"A tiny, perfectly curated general store and café in sleepy Somers  -  sourdough, pastries, cheese, pantry goods, Peninsula wines, and a weekend brunch menu",Somers General is the Peninsula's best kept secret in retail form.,"Somers General is the Peninsula's best kept secret in retail form. The room is small, the shelves are tightly curated - Peninsula pantry goods, a cheese counter, a wine shelf that leans local, pastries and sourdough that would hold their own on Mornington's Main Street - and the weekend brunch menu is one of the quiet highlights of the Balnarring side of the Peninsula. What makes the place…",Drive out on a Sunday morning.,brunch | garden afternoons | couples,"mood:slow,garden | season:all-year | audience:couples,families,locals",,/images/sourced/place-balnarring-01.webp,Mornington Peninsula landscape — representative image for Somers General,Peninsula Insider,False,2026-04-09,2026-04-09,Balnarring Bakehouse | Balnarring Market,True
sorrento-bakery,staging,venue,bakery,sorrento,bayside,Sorrento Bakery,"111 Ocean Beach Rd, Sorrento VIC 3943",$,https://peninsulainsider.com.au/explore/bakerys/sorrento-bakery/,,,none,+61 3 5984 2070,,,"An Ocean Beach Road institution that has fed generations of beachgoers  -  pies, pasties, custard scrolls and a proper sourdough loaf",Sorrento Bakery has been in the same spot on Ocean Beach Road long enough that nobody in the village remembers the town without it.,"Sorrento Bakery has been in the same spot on Ocean Beach Road long enough that nobody in the village remembers the town without it. The queue on a summer morning is part of the ritual: pies and pasties moving quickly at the counter, custard scrolls and vanilla slices in the cabinet, a pile of paper bags heading out the door toward the front beach. The bread is solid, the pies are honest, and the…",Use it as your Sorrento breakfast stop or your pre-beach lunch pickup.,family outing | families | couples,"mood:quick-bite,family | season:all-year | audience:families,couples,locals",,/images/sourced/article-sorrento-weekend-01.webp,Mornington Peninsula landscape — representative image for Sorrento Bakery,Peninsula Insider,False,2026-04-09,2026-04-09,Sorrento Gelato | The Sorrento Hotel,True
sorrento-coastal-retreat,live,venue,villa,sorrento,bayside,Sorrento Coastal Retreat,"Kerford Ave, Sorrento VIC 3943",$$$,https://peninsulainsider.com.au/explore/villas/sorrento-coastal-retreat/,https://sorrentocoastalretreat.com.au,https://sorrentocoastalretreat.com.au/book,stayz,,,,A clifftop holiday house between the front and back beaches  -  the quietly perfect Sorrento weekend for couples who want space and a car nearby,"Sorrento is short on honestly-priced boutique accommodation that sits between the tourist hotels and the million-dollar holiday houses, and small retreat-style rentals like this one fill that gap.","Sorrento is short on honestly-priced boutique accommodation that sits between the tourist hotels and the million-dollar holiday houses, and small retreat-style rentals like this one fill that gap. A self-contained clifftop house or pavilion, a five-minute drive to either the front beach or the back beach, enough kitchen to make breakfast, and enough privacy that you do not feel like you are…",Stay the second night so the spa or bathhouse is not crammed into check-in day.,anniversary weekends | couples | group stays,"mood:romance,slow,anniversary,walk | season:all-year | audience:couples",,/images/sourced/explore-sorrento-ocean-baths-01.webp,Mornington Peninsula landscape — representative image for Sorrento Coastal Retreat,Peninsula Insider,False,2026-04-09,2026-04-09,The Baths Sorrento | Sorrento Gelato,False
sorrento-gelato,live,venue,cafe,sorrento,bayside,Sorrento Gelato,"149 Ocean Beach Rd, Sorrento VIC 3943",$,https://peninsulainsider.com.au/explore/cafes/sorrento-gelato/,,,,,,,"The Ocean Beach Road gelato window  -  classic Italian flavours, a rotating seasonal list, and a compulsory stop on any summer evening stroll",Sorrento Gelato is the window on Ocean Beach Road that everybody in Sorrento joins the queue for at least once per visit.,"Sorrento Gelato is the window on Ocean Beach Road that everybody in Sorrento joins the queue for at least once per visit. The flavours are classic Italian done properly - pistachio, stracciatella, hazelnut, seasonal fruit rotations - and the queue moves fast. There is nothing more to say. It is excellent gelato in exactly the right location on the Peninsula's most cheerful main street. Go after…",Go after dinner.,family outing | families | couples,"mood:family,quick-bite,walk | season:spring,summer,autumn | audience:families,couples,first-timers",,/images/sourced/place-sorrento-01.webp,Mornington Peninsula landscape — representative image for Sorrento Gelato,Peninsula Insider,False,2026-04-09,2026-04-09,Sorrento Bakery | Bistro Elba,False
sorrento-hotel,staging,venue,pub,sorrento,bayside,The Sorrento Hotel,"5-15 Hotham Rd, Sorrento VIC 3943",$$,https://peninsulainsider.com.au/explore/pubs/sorrento-hotel/,https://thesorrento.com.au,https://thesorrento.com.au,direct,+61 3 5984 8000,,,"The centre-of-the-village trading post on Ocean Beach Road  -  reliable parmas, a big dining room, and the default Sorrento pub","The Sorrento Hotel is the proper village pub of Ocean Beach Road — big, unfussy, full of people, and unapologetic about doing the pub basics well.","The Sorrento Hotel is the proper village pub of Ocean Beach Road - big, unfussy, full of people, and unapologetic about doing the pub basics well. The bistro menu is the familiar Peninsula country-pub list: a good parma, a reliable steak, a fish and chips that uses real flake, a burger that does the job. The dining room is big enough to absorb the summer crush without losing its local feel, and…",Book or arrive early for lunch and keep the order classic.,family outing | families | group lunches,"mood:family,big-group,quick-bite | season:all-year | audience:families,group,locals",,/images/sourced/explore-portsea-front-beach-01.webp,Mornington Peninsula landscape — representative image for The Sorrento Hotel,Peninsula Insider,False,2026-04-09,2026-04-09,Sorrento Gelato | Bistro Elba,True
sourdough-kitchen,live,venue,bakery,mornington,bayside,Sourdough Kitchen,"231 Main St, Mornington VIC 3931",$$,https://peninsulainsider.com.au/explore/bakerys/sourdough-kitchen/,,,none,+61 3 5975 7600,,,"A small-batch sourdough baker at the top of Mornington's Main Street  -  long-fermented loaves, a tight pastry line, and the best bread in town",Sourdough Kitchen is the Mornington baker that wine-room people quietly recommend when someone asks where the best bread in town is.,"Sourdough Kitchen is the Mornington baker that wine-room people quietly recommend when someone asks where the best bread in town is. The loaves are long-fermented, the crust is proper, and the tight line of pastries in the cabinet - croissants, morning buns, a Danish or two - is pitched at people who actually care about the detail. The coffee is good. The room is small. The locals are loyal. This…",Go early on weekends — the morning bun routinely sells out before 11.,couples | locals | pastry run,"mood:slow,quick-bite | season:all-year | audience:couples,solo,locals",,/images/sourced/place-mornington-01.webp,Mornington Peninsula landscape — representative image for Sourdough Kitchen,Peninsula Insider,False,2026-04-09,2026-04-09,Mornington Farmers' Market | Commonfolk Coffee,False
spa-by-jackalope,staging,venue,spa,merricks,red-hill-plateau,Spa by Jackalope,"166 Balnarring Rd, Merricks North VIC 3926",$$$$,https://peninsulainsider.com.au/explore/spas/spa-by-jackalope/,https://jackalopehotels.com/mornington-peninsula/wellness/spa,https://jackalopehotels.com/mornington-peninsula/wellness/spa,direct,+61 3 5931 2500,,,"The Peninsula's most design-led boutique spa — small, precise, and the natural pairing with a Jackalope stay or a Doot Doot Doot dinner",Spa by Jackalope is not trying to compete on scale.,"Spa by Jackalope is not trying to compete on scale. It is a tight, design-forward boutique spa inside the Jackalope Hotel vineyard, built to serve hotel guests and day visitors with treatments that match the broader Jackalope editorial: considered, unhurried, and quietly uncompromising. The treatment rooms are dark, sculptural, and use Subtle Energies' Australian-made botanical range. The…",Book the earliest session you can manage and do the full circuit without rushing it.,wellness day | anniversary weekends | cellar door,"mood:wellness,anniversary,romance,slow,cellar-door | season:all-year | audience:couples",,/images/sourced/place-merricks-01.webp,"Dark design-led boutique spa treatment room evocative of Spa by Jackalope, Merricks North, Mornington Peninsula",Peninsula Insider,False,2026-04-14,2026-04-14,Point Leo Wine Terrace | Pt. Leo Estate,True
st-andrews-beach-brewery,staging,venue,brewery,rye,back-beaches,St Andrews Beach Brewery,"160 Sandy Rd, Fingal VIC 3939",$$,https://peninsulainsider.com.au/explore/brewerys/st-andrews-beach-brewery/,https://www.standrewsbeachbrewery.com.au,https://www.standrewsbeachbrewery.com.au,direct,+61 3 5988 6854,,,"Former horse-training stables turned sprawling brewery  -  wood-fired pizzas, Sunday roasts, acres of lawn, and the Peninsula's best brewery-day-out address","St Andrews Beach Brewery occupies the former stables of a racehorse training property, and the scale of the place is part of the experience.","St Andrews Beach Brewery occupies the former stables of a racehorse training property, and the scale of the place is part of the experience. Acres of lawn roll out to the former exercise track; the brew house sits in the middle of the site; the kitchen runs wood-fired pizzas, loaded burgers, and a rotating roast on Sundays out of an open pass. Kids run between the tables, dogs run between the…",Book for Sunday lunch in summer.,wet-weather plan | family outing | garden afternoons,"mood:big-group,family,garden,long-lunch | season:spring,summer,autumn | audience:families,group,first-timers",Peninsula's Signature Brewery Day-Out,/images/sourced/explore-cape-schanck-boardwalk-01.webp,Mornington Peninsula landscape — representative image for St Andrews Beach Brewery,Peninsula Insider,False,2026-04-09,2026-04-09,Rye Hotel | Pho Rosebud,True
stillwater-crittenden,staging,venue,restaurant,dromana,bayside,Stillwater at Crittenden,"25 Harrisons Rd, Dromana VIC 3936",$$,https://peninsulainsider.com.au/explore/restaurants/stillwater-crittenden/,https://www.crittendenwines.com.au,https://www.crittendenwines.com.au/dine,direct,+61 3 5981 9555,,,Lakeside dining under a pergola at one of the Peninsula's founding wineries,"Crittenden was there before most of the cellar doors that now define the Peninsula, and Stillwater is its quietly excellent dining room — set beside a still lake under a pergola strung with vines.","Crittenden was there before most of the cellar doors that now define the Peninsula, and Stillwater is its quietly excellent dining room - set beside a still lake under a pergola strung with vines. The room's best trick is that it feels entirely unhurried. The menu is produce-forward without the preachy apparatus, and the wine list is a generous walk through the estate's own catalogue with smart…",Book the earlier sitting and let the kitchen feed you at its own pace.,long lunch | garden afternoons | the view,"mood:long-lunch,garden,view | season:spring,summer,autumn,all-year | audience:couples,families",Good Food Guide 2024,/images/sourced/category-winery-03.webp,"Lakeside Peninsula winery, editorial placeholder for Stillwater at Crittenden pending venue media",Peninsula Insider,False,2026-04-01,2026-04-01,Crittenden Estate | Pier Street Fresh Seafood,True
stonier-wines,live,venue,winery,merricks,red-hill-plateau,Stonier Wines,"2 Thompsons Lane, Merricks VIC 3916",$$,https://peninsulainsider.com.au/explore/winerys/stonier-wines/,https://www.stonier.com.au,https://www.stonier.com.au/visit,direct,+61 3 5989 8300,,,"One of the Peninsula's founding estates, planted in 1978 — grown-up, unflashy, with some of the oldest Chardonnay vines in the region",Stonier was planted in 1978 by Brian and Noel Stonier and remains one of the Peninsula's quietly essential producers.,"Stonier was planted in 1978 by Brian and Noel Stonier and remains one of the Peninsula's quietly essential producers. Some of the oldest Chardonnay and Pinot Noir vines on the Peninsula are on this property, and the wines they make - particularly the Reserve Chardonnay and the KBS Vineyard Pinot Noir - are textbook cool-climate Peninsula: precise, saline, structured, built to age. The cellar door…",Ask for the Reserve flight.,cellar door | couples | wine people,"mood:cellar-door,slow | season:all-year | audience:couples,solo",Planted 1978 — Founding Peninsula Estate | James Halliday 5-Red-Star,/images/sourced/place-rosebud-01.webp,Mornington Peninsula landscape — representative image for Stonier Wines,Peninsula Insider,False,2026-04-09,2026-04-09,Merricks General Wine Store | Kerri Greens,False
store-ten,staging,venue,cafe,mornington,bayside,Store Ten,"10 Main St, Mornington VIC 3931",$$,https://peninsulainsider.com.au/explore/cafes/store-ten/,https://storeten.com.au,https://storeten.com.au,direct,,,,"Polished all-day café on Mornington's main street  -  serious eggs, a proper pastry cabinet and the right venue for a long weekend breakfast",Store Ten is Mornington's grown-up brunch room.,"Store Ten is Mornington's grown-up brunch room. The space is polished without feeling corporate - concrete floor, timber counter, a cabinet that actually holds good things - and the menu runs an all-day rotation that manages to be both reliable and quietly more thoughtful than the usual café list. Eggs done seriously, sourdough from a Peninsula bakery, a pastry cabinet worth lingering over with a…",Order the coffee first and add food only if you feel like lingering.,brunch | couples | locals,"mood:slow | season:all-year | audience:couples,solo,locals",,/images/sourced/article-orientation-drive-01.webp,Mornington Peninsula landscape — representative image for Store Ten,Peninsula Insider,False,2026-04-09,2026-04-09,Garagiste | Sourdough Kitchen,True
stringers-mornington,staging,venue,cafe,mornington,bayside,Stringer's of Mornington,"77 Main St, Mornington VIC 3931",$$,https://peninsulainsider.com.au/explore/cafes/stringers-mornington/,https://stringers.net.au,https://stringers.net.au,direct,+61 3 5975 3944,,,"A Main Street institution  -  part grocer, part bakery, part wine shop, part tea rooms  -  and the first stop on any serious Mornington provisions run",Stringer's is the institution at the heart of Mornington's Main Street and the first place you go when you need to stock a weekend on the Peninsula in one stop.,"Stringer's is the institution at the heart of Mornington's Main Street and the first place you go when you need to stock a weekend on the Peninsula in one stop. It is genuinely unclassifiable: part grocer, part artisan bakery, part wine shop, part tea room, all of it under one roof and all of it done well enough that locals have been using the place as their weekend base for decades. The pastry…",Get there early enough to beat the queue and take the best table.,wet-weather plan | couples | families,"mood:slow,rainy-day | season:all-year | audience:couples,families,solo,locals",,/images/sourced/explore-point-nepean-fort-01.webp,Mornington Peninsula landscape — representative image for Stringer's of Mornington,Peninsula Insider,False,2026-04-09,2026-04-09,Garagiste | Sourdough Kitchen,True
stumpy-gully-vineyard,staging,venue,winery,moorooduc,hinterland,Stumpy Gully Vineyard,"1247 Stumpy Gully Rd, Moorooduc VIC 3933",$$,https://peninsulainsider.com.au/explore/winerys/stumpy-gully-vineyard/,https://stumpygully.com.au,https://stumpygully.com.au,direct,+61 3 5978 8429,,,"A family-run estate with one of the Peninsula's broadest varietal ranges  -  Sangiovese, Marzemino and Picolit alongside classic cool-climate whites",Stumpy Gully is the antidote to a day spent tasting the Peninsula's usual Chardonnay-and-Pinot line-up.,"Stumpy Gully is the antidote to a day spent tasting the Peninsula's usual Chardonnay-and-Pinot line-up. The Zuber family has been planting unusual varieties here for years - Sangiovese, Marzemino, Picolit, and a handful of others that barely exist anywhere else in Victoria - and the cellar-door flight leans directly into that experiment. The estate is unpretentious, family-run, and genuinely…",Book a tasting and stay long enough for a proper glass afterwards.,families | cellar door | couples,"mood:cellar-door,slow | season:all-year | audience:couples,solo",Unusual Varietal Focus for the Peninsula,/images/sourced/place-rye-01.webp,Mornington Peninsula landscape — representative image for Stumpy Gully Vineyard,Peninsula Insider,False,2026-04-09,2026-04-09,Barmah Park Farm Kitchen | Barmah Park Vineyard,True
sunny-ridge-strawberry-farm,staging,venue,producer,main-ridge,red-hill-plateau,Sunny Ridge Strawberry Farm,"244 Shands Rd, Main Ridge VIC 3928",$$,https://peninsulainsider.com.au/explore/producers/sunny-ridge-strawberry-farm/,https://www.sunnyridge.com.au,https://www.sunnyridge.com.au,none,+61 3 5989 4500,,,"The Peninsula's original pick-your-own strawberry farm  -  seasonal berry picking, strawberry ice cream, and the best family stop in the hinterland",Sunny Ridge is the Peninsula's original pick-your-own strawberry farm and has been the default family day-out on the ridge for decades.,"Sunny Ridge is the Peninsula's original pick-your-own strawberry farm and has been the default family day-out on the ridge for decades. The season runs roughly November through April, and the routine is the same every year: pick your own strawberries in the field, weigh them in at the counter, and reward the work with a strawberry ice cream or sundae from the farm café. There is no pretending…",Go in the morning on a sunny day.,family outing | garden afternoons | families,"mood:family,garden | season:spring,summer,autumn | audience:families,first-timers",Peninsula's Original Pick-Your-Own Berry Farm,/images/sourced/category-producer-01.webp,"Peninsula producer imagery evocative of Sunny Ridge Strawberry Farm, Mornington Peninsula",Unsplash,False,2026-04-09,2026-04-09,Allis Wine Bar | Johnny Ripe,True
t-gallant,live,venue,winery,main-ridge,red-hill-plateau,T'Gallant,"1385 Mornington-Flinders Rd, Main Ridge VIC 3928",$$,https://peninsulainsider.com.au/explore/winerys/t-gallant/,https://tgallantvineyard.com.au,https://tgallantvineyard.com.au,direct,+61 3 5989 6565,,,"The Peninsula's Pinot Grigio pioneer — a sprawling, family-friendly winery with a wood-fired Italian trattoria (La Baracca) at its heart",T'Gallant essentially invented Australian Pinot Grigio as a commercial category — Kathleen Quealy and Kevin McCarthy planted the first vines in the late 1980s and spent years convincing everyone else that Italian varieties belonged on the Peninsula.,T'Gallant essentially invented Australian Pinot Grigio as a commercial category - Kathleen Quealy and Kevin McCarthy planted the first vines in the late 1980s and spent years convincing everyone else that Italian varieties belonged on the Peninsula. They went on to found Quealy; T'Gallant continued under the Treasury Wine Estates umbrella and is now the most reliably family-friendly cellar door…,"Come for Sunday lunch, order the Prosecco and the margherita, and don't try to make it more than it is.",cellar door | long lunch | garden afternoons,"mood:cellar-door,long-lunch,garden,big-group | season:spring,summer,autumn | audience:families,group,first-timers",Pinot Grigio Pioneer in Australia,/images/sourced/article-italian-dinners-01.webp,Mornington Peninsula landscape — representative image for T'Gallant,Peninsula Insider,False,2026-04-09,2026-04-09,La Baracca at T'Gallant | Johnny Ripe,False
tedesca-osteria,staging,venue,restaurant,red-hill,red-hill-plateau,Tedesca Osteria,"96 Junction Rd, Red Hill VIC 3937",$$$,https://peninsulainsider.com.au/explore/restaurants/tedesca-osteria/,https://www.tedescaosteria.com.au,https://www.tedescaosteria.com.au/reservations,direct,+61 3 5931 0701,,,Brigitte Hafner's single-set-menu osteria inside a restored Red Hill farmhouse with the wood oven running all service,"Tedesca is Brigitte Hafner's long-imagined farmhouse osteria and it has arrived fully formed — a single set menu, one sitting for lunch and one for dinner, the wood oven doing most of the talking, and a dining room that feels like it has been there for decades rather than months.","Tedesca is Brigitte Hafner's long-imagined farmhouse osteria and it has arrived fully formed - a single set menu, one sitting for lunch and one for dinner, the wood oven doing most of the talking, and a dining room that feels like it has been there for decades rather than months. Everyone eats the same thing. You'll love what they send out. The cooking is rustic-Italian in spirit but nowhere near…",Book a month out.,long lunch | couples | group lunches,"mood:long-lunch,fireplace,slow | season:autumn,winter,spring | audience:couples,group",Good Food Guide 2024 | Chef of the Year Shortlist,/images/sourced/venue-tedesca-osteria-01.webp,Tedesca Osteria — Italian country dining room in the Red Hill vineyard landscape,Peninsula Insider,False,2026-04-01,2026-04-01,Port Phillip Estate | Red Hill Brewery,True
ten-minutes-by-tractor,live,venue,winery,main-ridge,red-hill-plateau,Ten Minutes by Tractor,"1333 Mornington-Flinders Rd, Main Ridge VIC 3928",$$$$,https://peninsulainsider.com.au/explore/winerys/ten-minutes-by-tractor/,https://www.tenminutesbytractor.com.au,https://www.tenminutesbytractor.com.au/reservations,direct,+61 3 5989 6455,,,Estate-grown pinot noir alongside a seasonal degustation rooted in the Ridge vineyard,Three hats and the most considered wine program on the Peninsula — Ten Minutes by Tractor earns every accolade with a degustation that feels genuinely rooted in place.,Three hats and the most considered wine program on the Peninsula - Ten Minutes by Tractor earns every accolade with a degustation that feels genuinely rooted in place. The Ridge vineyard slopes outside the window aren't decoration; they're the story. Book the long lunch: you'll want the afternoon. The cooking is technically precise without being cold. The team understands restraint - flavours are…,Book at least six weeks ahead for weekends.,wet-weather plan | long lunch | anniversary weekends,"mood:long-lunch,anniversary,cellar-door | season:spring,summer,autumn | audience:couples,group",Good Food Guide Restaurant of the Year 2023 | Wine List of the Year,/images/sourced/venue-ten-minutes-by-tractor-01.jpg,Entrance walkway and restaurant exterior at Ten Minutes by Tractor in Main Ridge on the Mornington Peninsula,Provided image,False,2026-04-01,2026-04-01,T'Gallant | La Baracca at T'Gallant,False
thai-orchid-mornington,staging,venue,restaurant,mornington,bayside,Thai Orchid,"191 Main St, Mornington VIC 3931",$$,https://peninsulainsider.com.au/explore/restaurants/thai-orchid-mornington/,,,direct,+61 3 5975 8299,,,The Peninsula's default Thai  -  a long-running Main Street room with properly aromatic curries and honest weeknight pricing,Thai Orchid is the Peninsula's default Thai and has been for years.,"Thai Orchid is the Peninsula's default Thai and has been for years. The dining room is unpretentious, the menu is the proper full Thai list - green and red curries, a massaman that actually tastes of cardamom and cinnamon, pad thai that is not drowned in sugar, a whole fish with chilli and tamarind when the kitchen feels like it - and the weeknight prices make it the easy answer when you want…",Order the massaman.,family outing | families | group lunches,"mood:family,quick-bite | season:all-year | audience:families,group,locals",,/images/sourced/category-restaurant-03.webp,Mornington Peninsula landscape — representative image for Thai Orchid,Peninsula Insider,False,2026-04-09,2026-04-09,Garagiste | Mornington Farmers' Market,True
the-baths-sorrento,staging,venue,restaurant,sorrento,bayside,The Baths Sorrento,"3278 Point Nepean Rd, Sorrento VIC 3943",$$$,https://peninsulainsider.com.au/explore/restaurants/the-baths-sorrento/,https://thebaths.com.au,https://thebaths.com.au/reservations,direct,+61 3 5984 1500,,,"Sorrento's most iconic waterfront dining room  -  perched on the sand with Port Phillip Bay at your feet, and a seafood-first menu","The Baths sits directly on the sand at Sorrento — the kind of position that, anywhere else in the world, would be roped off for a hotel group.","The Baths sits directly on the sand at Sorrento - the kind of position that, anywhere else in the world, would be roped off for a hotel group. Here it is an open-air seafood dining room with Port Phillip Bay at your feet, and on a clear summer evening it is one of the most photographed meals on the Peninsula for a reason. The menu leans into local fish and oysters done with restraint, a serious…",Book for sunset.,wet-weather plan | anniversary weekends | sunset drinks,"mood:waterfront,anniversary,sunset,first-date | season:spring,summer,autumn | audience:couples,group,families",,/images/sourced/explore-sorrento-ferry-01.webp,Mornington Peninsula landscape — representative image for The Baths Sorrento,Peninsula Insider,False,2026-04-09,2026-04-09,Sorrento Gelato | Bistro Elba,True
the-bay-hotel-mornington,staging,venue,pub,mornington,bayside,The Bay Hotel Mornington,"40 Main St, Mornington VIC 3931",$$$,https://peninsulainsider.com.au/explore/pubs/the-bay-hotel-mornington/,https://thebayhotelmornington.com.au,https://thebayhotelmornington.com.au/bookings,direct,+61 3 5975 7199,,,"A vibrant gastropub in a heritage-listed former bank  -  a main bar, an upstairs bandroom, and private dinners in the building's old vault","The Bay Hotel occupies a heritage-listed former bank building on Mornington's main street, and the architecture alone is worth the visit.","The Bay Hotel occupies a heritage-listed former bank building on Mornington's main street, and the architecture alone is worth the visit. The ground-floor bar sits under the original tin ceiling and arched windows, the upstairs bandroom runs live music most weekends, and the building's old vault has been converted into the Peninsula's most characterful private dining space - bookable for small…",Book the vault for birthdays.,group lunches | couples | locals,"mood:big-group,fireplace,first-date | season:all-year | audience:group,couples,locals",,/images/sourced/explore-mount-martha-beach-01.webp,Mornington Peninsula landscape — representative image for The Bay Hotel Mornington,Peninsula Insider,False,2026-04-09,2026-04-09,Garagiste | Store Ten,True
the-continental-sorrento,staging,venue,hotel,sorrento,tip,The Continental,"1-19 Ocean Beach Rd, Sorrento VIC 3943",$$$$,https://peninsulainsider.com.au/explore/hotels/the-continental-sorrento/,https://continentalsorrento.com.au,https://continentalsorrento.com.au/stay,direct,+61 3 5935 1200,,,"The Peninsula's headline restoration  -  a 150-year-old limestone hotel rebuilt as a rooms, bathhouse, restaurant and rooftop complex","For decades The Continental was the sentimental heart of Sorrento and then, increasingly, a sad one.","For decades The Continental was the sentimental heart of Sorrento and then, increasingly, a sad one. Its reopening after a multi-year restoration is the biggest hospitality event the Peninsula has seen in a generation, and the result is a complete rethink of what a Sorrento stay can mean - 108 rooms, a bathhouse in the basement, two restaurants, a rooftop bar, and a main-street frontage that…",Book the Superior Ocean rooms.,sunset drinks | weekend stays | anniversary weekends,"mood:weekend-escape,anniversary,view,rooftop | season:spring,summer,autumn,all-year | audience:couples,first-timers",,/images/sourced/venue-continental-sorrento-01.webp,"The Continental Hotel, Sorrento — landmark heritage façade on the Mornington Peninsula",Blstch / Wikimedia Commons (Public Domain),False,2026-04-01,2026-04-01,The Baths Sorrento,True
the-orchard-red-hill,live,venue,cottage,red-hill,red-hill-plateau,The Orchard Luxury Accommodation,Red Hill South VIC 3937,$$,https://peninsulainsider.com.au/explore/cottages/the-orchard-red-hill/,https://www.the-orchard.com.au,https://www.the-orchard.com.au,direct,,,,"Three self-contained rammed-earth apartments on ten acres in Red Hill South wine country — infrared sauna, in-room spa baths, hosts Helen and Frank Haddy","Rammed-earth, infrared sauna, Red Hill South wine country position — the most architecturally distinct cottage stay in the hinterland set.","Three self-contained apartments on ten acres in Red Hill South wine country — rammed-earth walls, in-room spa baths, infrared sauna, lake and valley views. Hosts Helen and Frank Haddy; Frank's direct mobile is on the website, which is the clearest possible signal about the hosting model: personal attention is the explicit product. Small dogs welcome at a $50 fee. From $275 per night off-peak.…",Confirm breakfast inclusion and dog policy directly — Frank's number is on the website.,cellar-door | wellness | romance,"mood:cellar-door,wellness,romance,view | season:all-year | audience:couples",,/images/sourced/place-red-hill-01.webp,Mornington Peninsula — representative image for The Orchard Red Hill pending venue media,Peninsula Insider,False,2026-05-07,2026-05-08,Port Phillip Estate | Ten Minutes by Tractor,False
